行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/地域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益
7119,JP-2020-1095168,2020/10/21,2020/10/27,通常配送,折桜-15805,折山 桜,大企業,伊豆の国市,静岡県,日本,中部地方,家電-付属-10000286,家電,付属品,"ベルキン キーパッド, 高耐久性",4636.8,2,0.4,-2475.2
7120,JP-2020-1095168,2020/10/21,2020/10/27,通常配送,折桜-15805,折山 桜,大企業,伊豆の国市,静岡県,日本,中部地方,事務用-アプ-10004454,事務用品,アプライアンス,"フーバー 電子レンジ, 黒",61614,5,0.4,6154
7121,JP-2022-1044783,2022/5/6,2022/5/12,通常配送,須弘-14695,須見 弘子,大企業,大分市,大分県,日本,九州,事務用-保管-10003983,事務用品,保管箱,"Tenex フォルダ, 業務用",18960,12,0,1896
7122,JP-2022-1044783,2022/5/6,2022/5/12,通常配送,須弘-14695,須見 弘子,大企業,大分市,大分県,日本,九州,事務用-バイ-10000902,事務用品,バインダー,"アコ とじ機, 高耐久性",10518,3,0,0
7123,JP-2022-1936019,2022/8/29,2022/9/2,通常配送,狩直-14470,狩谷 直樹,消費者,越谷市,埼玉県,日本,関東地方,家具-本棚-10004591,家具,本棚,"イケア 本棚, 黒",66096,8,0,27088
7124,JP-2022-2277873,2022/1/8,2022/1/12,通常配送,山海-13660,山仲 海斗,消費者,西宮市,兵庫県,日本,関西地方,事務用-紙-10003426,事務用品,紙,"Green Bar メモ用紙, マルチカラー",8568,7,0,1624
7125,JP-2022-2277873,2022/1/8,2022/1/12,通常配送,山海-13660,山仲 海斗,消費者,西宮市,兵庫県,日本,関西地方,家具-家具-10004653,家具,家具,"Deflect-O フォト フレーム, 高耐久性",6524,2,0,716
7126,JP-2022-2277873,2022/1/8,2022/1/12,通常配送,山海-13660,山仲 海斗,消費者,西宮市,兵庫県,日本,関西地方,家具-椅子-10001335,家具,椅子,"Novimex スツール, 黒",43208,4,0,12528
7127,JP-2022-2277873,2022/1/8,2022/1/12,通常配送,山海-13660,山仲 海斗,消費者,西宮市,兵庫県,日本,関西地方,家具-家具-10004778,家具,家具,"Advantus フォト フレーム, 黒",10596,3,0,3282
7128,JP-2020-1934556,2020/4/12,2020/4/14,ファースト クラス,狩直-14470,狩谷 直樹,消費者,青森市,青森県,日本,東北地方,事務用-クリ-10001477,事務用品,クリップ,"Stockwell 画鋲, 大容量パック",6132,7,0,2814
7129,JP-2020-1934556,2020/4/12,2020/4/14,ファースト クラス,狩直-14470,狩谷 直樹,消費者,青森市,青森県,日本,東北地方,事務用-ラベ-10004751,事務用品,ラベル,"Novimex 輸送用ラベル, 高耐久性",1516,2,0,500
7130,JP-2020-1934556,2020/4/12,2020/4/14,ファースト クラス,狩直-14470,狩谷 直樹,消費者,青森市,青森県,日本,東北地方,事務用-封筒-10003033,事務用品,封筒,"Ames クラフト封筒, 赤",2864,4,0,1200
7131,JP-2020-1934556,2020/4/12,2020/4/14,ファースト クラス,狩直-14470,狩谷 直樹,消費者,青森市,青森県,日本,東北地方,事務用-クリ-10002863,事務用品,クリップ,"Advantus 押しピン, 12 パック",4620,5,0,2030
7132,JP-2020-1934556,2020/4/12,2020/4/14,ファースト クラス,狩直-14470,狩谷 直樹,消費者,青森市,青森県,日本,東北地方,家電-電話-10002265,家電,電話機,"シスコ オーディオ ドック, 各種サイズ",73968,6,0,510
7133,JP-2020-1492388,2020/8/31,2020/9/4,通常配送,古正-11275,古茂田 正,大企業,川口市,埼玉県,日本,関東地方,事務用-封筒-10001020,事務用品,封筒,"Kraft テープ付き, シルバー",4578,3,0,1188
7134,JP-2020-1492388,2020/8/31,2020/9/4,通常配送,古正-11275,古茂田 正,大企業,川口市,埼玉県,日本,関東地方,事務用-バイ-10004745,事務用品,バインダー,"Avery 穴あけパンチ, リサイクル",5646,3,0,1128
7135,JP-2020-1492388,2020/8/31,2020/9/4,通常配送,古正-11275,古茂田 正,大企業,川口市,埼玉県,日本,関東地方,事務用-アプ-10000956,事務用品,アプライアンス,"クイジナート トースター, シルバー",7228,2,0,792
7136,JP-2020-1492388,2020/8/31,2020/9/4,通常配送,古正-11275,古茂田 正,大企業,川口市,埼玉県,日本,関東地方,家電-付属-10002164,家電,付属品,"ロジクール メモリ カード, 高耐久性",34530,5,0,15530
7137,JP-2020-1492388,2020/8/31,2020/9/4,通常配送,古正-11275,古茂田 正,大企業,川口市,埼玉県,日本,関東地方,事務用-クリ-10004047,事務用品,クリップ,"Stockwell 輪ゴム, メタル",2220,2,0,908
7138,JP-2020-1492388,2020/8/31,2020/9/4,通常配送,古正-11275,古茂田 正,大企業,川口市,埼玉県,日本,関東地方,家電-コピ-10004451,家電,コピー機,"ヒューレット・パッカード ファックスとコピー機, カラー",142494,11,0,18524
7139,JP-2022-3209402,2022/11/10,2022/11/14,セカンド クラス,須真-18460,須藤 真,大企業,田川郡川崎町,福岡県,日本,九州,家電-付属-10003457,家電,付属品,"メモレックス メモリ カード, プログラミング可能",20754,3,0,0
7140,JP-2022-3209402,2022/11/10,2022/11/14,セカンド クラス,須真-18460,須藤 真,大企業,田川郡川崎町,福岡県,日本,九州,家具-家具-10003398,家具,家具,"Eldon フォト フレーム, 黒",7748,2,0,2244
7141,JP-2019-1048956,2019/11/2,2019/11/7,通常配送,池太-16600,池田 太陽,大企業,安城市,愛知県,日本,中部地方,家具-椅子-10003915,家具,椅子,"Office Star 椅子用マット, 赤",13164,3,0,6450
7142,JP-2019-1048956,2019/11/2,2019/11/7,通常配送,池太-16600,池田 太陽,大企業,安城市,愛知県,日本,中部地方,事務用-クリ-10004483,事務用品,クリップ,"Stockwell クランプ, 大容量パック",3846,3,0,648
7143,JP-2019-1048956,2019/11/2,2019/11/7,通常配送,池太-16600,池田 太陽,大企業,安城市,愛知県,日本,中部地方,事務用-アプ-10000546,事務用品,アプライアンス,"ブレビル ミキサー, 黒",5978,1,0,1912
7144,JP-2022-1307081,2022/9/18,2022/9/22,通常配送,川大-19420,川野辺 大地,大企業,富田林市,大阪府,日本,関西地方,事務用-文房-10004974,事務用品,文房具,"Elite 大型のはさみ, 業務用",9726,3,0,486
7145,JP-2022-1307081,2022/9/18,2022/9/22,通常配送,川大-19420,川野辺 大地,大企業,富田林市,大阪府,日本,関西地方,家具-本棚-10004591,家具,本棚,"イケア 本棚, 黒",16524,2,0,6772
7146,JP-2022-1307081,2022/9/18,2022/9/22,通常配送,川大-19420,川野辺 大地,大企業,富田林市,大阪府,日本,関西地方,事務用-アプ-10002037,事務用品,アプライアンス,"ハミルトンビーチ コーヒーミル, 赤",19908,7,0,5768
7147,JP-2022-1307081,2022/9/18,2022/9/22,通常配送,川大-19420,川野辺 大地,大企業,富田林市,大阪府,日本,関西地方,事務用-紙-10001892,事務用品,紙,"エナーマックス メモ用紙, プレミアム",2088,2,0,292
7148,JP-2019-1315791,2019/7/2,2019/7/6,通常配送,永修-15700,永島 修,消費者,高槻市,大阪府,日本,関西地方,事務用-バイ-10001121,事務用品,バインダー,"Avery とじ機, リサイクル",16400,5,0,5900
7149,JP-2019-1315791,2019/7/2,2019/7/6,通常配送,永修-15700,永島 修,消費者,高槻市,大阪府,日本,関西地方,事務用-紙-10003773,事務用品,紙,"Green Bar ノート, 12 パック",6786,3,0,540
7150,JP-2019-1315791,2019/7/2,2019/7/6,通常配送,永修-15700,永島 修,消費者,高槻市,大阪府,日本,関西地方,家具-椅子-10002628,家具,椅子,"SAFCO 肘掛け椅子, 黒",91800,3,0,33966
7151,JP-2022-1001016,2022/1/24,2022/1/28,通常配送,粉緑-20860,粉川 緑,大企業,田川郡川崎町,福岡県,日本,九州,家具-家具-10000016,家具,家具,"Deflect-O 電球, マルチパック",8890,7,0,1148
7152,JP-2019-1909310,2019/6/14,2019/6/19,通常配送,吉桜-16690,吉家 桜,大企業,船橋市,千葉県,日本,関東地方,事務用-封筒-10003324,事務用品,封筒,"GlobeWeis 社内用封筒, 50 枚セット",3825.6,2,0.4,-1530.4
7153,JP-2019-1909310,2019/6/14,2019/6/19,通常配送,吉桜-16690,吉家 桜,大企業,船橋市,千葉県,日本,関東地方,家電-付属-10000018,家電,付属品,"メモレックス マウス, プログラミング可能",8307.6,7,0.4,-2500.4
7154,JP-2019-1909310,2019/6/14,2019/6/19,通常配送,吉桜-16690,吉家 桜,大企業,船橋市,千葉県,日本,関東地方,家電-付属-10003063,家電,付属品,"メモレックス ルータ, プログラミング可能",9908.4,1,0.4,-3303.6
7155,JP-2019-1909310,2019/6/14,2019/6/19,通常配送,吉桜-16690,吉家 桜,大企業,船橋市,千葉県,日本,関東地方,家電-コピ-10002718,家電,コピー機,"HP インク, カラー",20822.4,4,0.4,-4169.6
7156,JP-2022-1525439,2022/5/22,2022/5/29,通常配送,佐美-17245,佐田 美羽,消費者,新居浜市,愛媛県,日本,四国,家具-椅子-10003043,家具,椅子,"Harbour Creations 折り畳み式の椅子, 黒",63640,10,0,27360
7157,JP-2021-1231656,2021/12/25,2021/12/30,通常配送,井誠-14800,井ノ口 誠,大企業,猿島郡境町,茨城県,日本,関東地方,事務用-クリ-10004582,事務用品,クリップ,"Advantus ホチキス, 大容量パック",2172,3,0,300
7158,JP-2021-1231656,2021/12/25,2021/12/30,通常配送,井誠-14800,井ノ口 誠,大企業,猿島郡境町,茨城県,日本,関東地方,家電-コピ-10002840,家電,コピー機,"キヤノン ファックスとコピー機, 赤",37908,3,0,17436
7159,JP-2021-1231656,2021/12/25,2021/12/30,通常配送,井誠-14800,井ノ口 誠,大企業,猿島郡境町,茨城県,日本,関東地方,事務用-クリ-10001415,事務用品,クリップ,"Accos 輪ゴム, 各種サイズ",4710,5,0,800
7160,JP-2021-1231656,2021/12/25,2021/12/30,通常配送,井誠-14800,井ノ口 誠,大企業,猿島郡境町,茨城県,日本,関東地方,事務用-画材-10003942,事務用品,画材,"Sanford マーカー, 大容量パック",3136,2,0,468
7161,JP-2021-1041715,2021/12/5,2021/12/7,セカンド クラス,鉢禎-10915,鉢呂 禎子,消費者,河内長野市,大阪府,日本,関西地方,事務用-紙-10000893,事務用品,紙,"Green Bar メモ用紙, 12 パック",4218,3,0,1008
7162,JP-2020-1592959,2020/6/26,2020/7/1,セカンド クラス,二勇-21595,二井 勇,消費者,宮崎市,宮崎県,日本,九州,事務用-ラベ-10004737,事務用品,ラベル,"Smead 法的提出用ラベル, 調整可能",600,1,0,186
7163,JP-2022-1327315,2022/7/18,2022/7/19,ファースト クラス,胡梅-18715,胡桃沢 梅子,大企業,新宿区,東京都,日本,関東地方,事務用-アプ-10003146,事務用品,アプライアンス,"フーバー コーヒーミル, 黒",15463.2,4,0.15,-728.8
7164,JP-2022-1322836,2022/5/9,2022/5/13,通常配送,道幸-20935,道田 幸子,消費者,宇和島市,愛媛県,日本,四国,家具-椅子-10001640,家具,椅子,"Harbour Creations 椅子用マット, 調整可能",14898,3,0,6402
7165,JP-2022-1322836,2022/5/9,2022/5/13,通常配送,道幸-20935,道田 幸子,消費者,宇和島市,愛媛県,日本,四国,事務用-紙-10000358,事務用品,紙,"Eaton メモ用紙, プレミアム",4580,5,0,1830
7166,JP-2022-1322836,2022/5/9,2022/5/13,通常配送,道幸-20935,道田 幸子,消費者,宇和島市,愛媛県,日本,四国,家具-本棚-10000905,家具,本棚,"Bush キャビネット, 白",48630,5,0,970
7167,JP-2021-1169636,2021/11/23,2021/11/29,通常配送,加翼-13420,加川 翼,大企業,別府市,大分県,日本,九州,家具-家具-10004778,家具,家具,"Advantus フォト フレーム, 黒",31788,9,0,9846
7168,JP-2020-2648468,2020/10/5,2020/10/10,通常配送,阿大-16135,阿久津 大輝,小規模事業所,出水市,鹿児島県,日本,九州,事務用-保管-10001815,事務用品,保管箱,"Eldon ファイル カート, 業務用",34232,4,0,1024
7169,JP-2019-3620423,2019/11/5,2019/11/9,通常配送,貞茂-21100,貞広 茂,消費者,高槻市,大阪府,日本,関西地方,事務用-バイ-10003947,事務用品,バインダー,"Ibico タブ, クリア",558,1,0,116
7170,JP-2019-3620423,2019/11/5,2019/11/9,通常配送,貞茂-21100,貞広 茂,消費者,高槻市,大阪府,日本,関西地方,家具-椅子-10000847,家具,椅子,"Hon スツール, 黒",53740,5,0,7520
7171,JP-2022-1310118,2022/2/13,2022/2/18,通常配送,萩優-21430,萩原 優月,大企業,石巻市,宮城県,日本,東北地方,家電-電話-10003515,家電,電話機,"モトローラ オーディオ ドック, フル サイズ",46576,4,0,340
7172,JP-2021-1735881,2021/6/20,2021/6/25,通常配送,堂翼-14110,堂本 翼,消費者,船橋市,千葉県,日本,関東地方,事務用-バイ-10002029,事務用品,バインダー,"カーディナル バインダー, 高耐久性",1226.4,2,0.4,-777.6
7173,JP-2020-1118938,2020/12/6,2020/12/9,ファースト クラス,安優-21790,安部 優香,消費者,西宇和郡伊方町,愛媛県,日本,四国,家具-椅子-10001364,家具,椅子,"Harbour Creations 椅子用マット, 赤",24000,5,0,10080
7174,JP-2022-2749120,2022/10/13,2022/10/17,セカンド クラス,永凛-20545,永瀬 凛,大企業,上田市,長野県,日本,中部地方,家電-事務-10000137,家電,事務機器,"OKI データ 電話, 赤",7840,2,0.3,448
7175,JP-2021-1550839,2021/9/4,2021/9/9,通常配送,尾重-13390,尾又 重子,小規模事業所,かほく市,石川県,日本,中部地方,事務用-クリ-10000191,事務用品,クリップ,"Accos 押しピン, 各種サイズ",3192,4,0,888
7176,JP-2021-1550839,2021/9/4,2021/9/9,通常配送,尾重-13390,尾又 重子,小規模事業所,かほく市,石川県,日本,中部地方,家電-事務-10001343,家電,事務機器,"パナソニック レシート プリンター, 白",33406.8,6,0.3,-4297.2
7177,JP-2021-1179265,2021/5/30,2021/6/4,通常配送,数直-12880,数井 直樹,大企業,福山市,広島県,日本,中国地方,家具-椅子-10004840,家具,椅子,"SAFCO 折り畳み式の椅子, 2 つセット",35184,6,0,7032
7178,JP-2021-1179265,2021/5/30,2021/6/4,通常配送,数直-12880,数井 直樹,大企業,福山市,広島県,日本,中国地方,事務用-紙-10002283,事務用品,紙,"Eaton リーム, プレミアム",5310,3,0,1380
7179,JP-2021-1179265,2021/5/30,2021/6/4,通常配送,数直-12880,数井 直樹,大企業,福山市,広島県,日本,中国地方,事務用-文房-10003620,事務用品,文房具,"Acme はさみ, 業務用",1804,1,0,666
7180,JP-2022-1775338,2022/3/19,2022/3/21,セカンド クラス,長桐-11920,長光 桐子,消費者,新宿区,東京都,日本,関東地方,家具-椅子-10000469,家具,椅子,"Office Star 肘掛け椅子, 2 つセット",53230.4,2,0.15,8766.4
7181,JP-2022-1775338,2022/3/19,2022/3/21,セカンド クラス,長桐-11920,長光 桐子,消費者,新宿区,東京都,日本,関東地方,事務用-文房-10002243,事務用品,文房具,"Acme 裁断機, 青",5052.4,2,0.15,1900.4
7182,JP-2022-1775338,2022/3/19,2022/3/21,セカンド クラス,長桐-11920,長光 桐子,消費者,新宿区,東京都,日本,関東地方,事務用-文房-10002839,事務用品,文房具,"Kleencut 定規, 青",3842,5,0.15,1122
7183,JP-2021-1410960,2021/6/1,2021/6/5,セカンド クラス,鷲拓-20335,鷲尾 拓海,消費者,所沢市,埼玉県,日本,関東地方,家具-本棚-10000212,家具,本棚,"Sauder 本棚, 白",9956,1,0,4878
7184,JP-2022-1904232,2022/8/5,2022/8/8,セカンド クラス,多美-17785,多賀 美優,大企業,鳥取市,鳥取県,日本,中国地方,事務用-バイ-10001121,事務用品,バインダー,"Avery とじ機, リサイクル",13120,4,0,4720
7185,JP-2019-1345484,2019/11/8,2019/11/11,ファースト クラス,幕千-21865,幕田 千代子,消費者,松本市,長野県,日本,中部地方,家具-本棚-10000752,家具,本棚,"Safco コーナー シェルフ, 白",10132,1,0,4862
7186,JP-2020-4650887,2020/3/3,2020/3/7,通常配送,黒和-12175,黒島 和子,大企業,新宿区,東京都,日本,関東地方,事務用-保管-10001265,事務用品,保管箱,"Rogers ファイル カート, 青",16048,2,0.15,-2662
7187,JP-2022-1036006,2022/12/12,2022/12/17,通常配送,国延-13000,国久 延,消費者,川西市,兵庫県,日本,関西地方,事務用-紙-10004089,事務用品,紙,"Green Bar リーム, マルチカラー",6234,3,0,1554
7188,JP-2022-1036006,2022/12/12,2022/12/17,通常配送,国延-13000,国久 延,消費者,川西市,兵庫県,日本,関西地方,家電-事務-10003162,家電,事務機器,"パナソニック カード プリンター, 赤",56990,5,0,25640
7189,JP-2022-1036006,2022/12/12,2022/12/17,通常配送,国延-13000,国久 延,消費者,川西市,兵庫県,日本,関西地方,事務用-アプ-10004321,事務用品,アプライアンス,"ブレビル コンロ, 赤",224616,6,0,56148
7190,JP-2019-2554836,2019/7/16,2019/7/18,ファースト クラス,夏和-13600,夏井 和也,大企業,豊田市,愛知県,日本,中部地方,事務用-紙-10001793,事務用品,紙,"ゼロックス メモ用紙, プレミアム",1804,2,0,340
7191,JP-2019-2554836,2019/7/16,2019/7/18,ファースト クラス,夏和-13600,夏井 和也,大企業,豊田市,愛知県,日本,中部地方,事務用-封筒-10002369,事務用品,封筒,"GlobeWeis テープ付き, 50 枚セット",7130,5,0,3350
7192,JP-2021-1333648,2021/8/14,2021/8/16,ファースト クラス,上義-13735,上東 義雄,小規模事業所,彦根市,滋賀県,日本,関西地方,家電-事務-10000949,家電,事務機器,"StarTech 電話, 高耐久性",9952,2,0,1592
7193,JP-2022-1463940,2022/5/6,2022/5/9,ファースト クラス,綿直-10345,綿引 直子,大企業,堺市堺区,大阪府,日本,関西地方,事務用-封筒-10002176,事務用品,封筒,"Jiffy 業務用封筒, 50 枚セット",4256,4,0,1440
7194,JP-2022-1463940,2022/5/6,2022/5/9,ファースト クラス,綿直-10345,綿引 直子,大企業,堺市堺区,大阪府,日本,関西地方,家具-椅子-10004906,家具,椅子,"Novimex ビーチ チェア, 調整可能",6460,2,0,2064
7195,JP-2022-1071664,2022/9/7,2022/9/11,通常配送,吉美-17560,吉村 美咲,小規模事業所,佐賀市,佐賀県,日本,九州,事務用-クリ-10003504,事務用品,クリップ,"Accos クランプ, メタル",7800,6,0,468
7196,JP-2021-2586019,2021/5/18,2021/5/22,通常配送,金皐-14080,金児 皐,大企業,三島市,静岡県,日本,中部地方,家具-本棚-10002667,家具,本棚,"イケア 書庫, メタル",203196,14,0.4,3360
7197,JP-2021-2586019,2021/5/18,2021/5/22,通常配送,金皐-14080,金児 皐,大企業,三島市,静岡県,日本,中部地方,家電-コピ-10004381,家電,コピー機,"ブラザー インク, 赤",5820,1,0.4,-582
7198,JP-2021-2586019,2021/5/18,2021/5/22,通常配送,金皐-14080,金児 皐,大企業,三島市,静岡県,日本,中部地方,家電-コピ-10003060,家電,コピー機,"ヒューレット・パッカード ファックス, カラー",38563.2,3,0.4,-16714.8
7199,JP-2022-2339817,2022/3/6,2022/3/10,通常配送,皆学-10465,皆川 学,消費者,堺市堺区,大阪府,日本,関西地方,家電-付属-10003344,家電,付属品,"ベルキン メモリ カード, 高耐久性",23004,3,0,5058
7200,JP-2019-1185079,2019/9/13,2019/9/16,セカンド クラス,滝節-16225,滝村 節子,大企業,名取市,宮城県,日本,東北地方,事務用-保管-10003373,事務用品,保管箱,"Rogers ボックス, 青",1598,1,0,85
7201,JP-2021-1398739,2021/8/2,2021/8/6,通常配送,甲霞-18955,甲田 霞,小規模事業所,立川市,東京都,日本,関東地方,家電-電話-10000837,家電,電話機,"シスコ スマートフォン, フル サイズ",39601.5,5,0.15,-6563.5
7202,JP-2021-1398739,2021/8/2,2021/8/6,通常配送,甲霞-18955,甲田 霞,小規模事業所,立川市,東京都,日本,関東地方,事務用-ラベ-10000704,事務用品,ラベル,"Novimex 取り外し可能ラベル, 白",2237.2,4,0.15,837.2
7203,JP-2021-2188219,2021/2/28,2021/3/6,通常配送,多颯-11365,多胡 颯太,大企業,刈谷市,愛知県,日本,中部地方,家具-椅子-10002765,家具,椅子,"Novimex 椅子用マット, 2 つセット",7812,2,0,232
7204,JP-2021-2188219,2021/2/28,2021/3/6,通常配送,多颯-11365,多胡 颯太,大企業,刈谷市,愛知県,日本,中部地方,事務用-画材-10001520,事務用品,画材,"Sanford キャンバス, メタル",4832.8,2,0.3,-1451.2
7205,JP-2020-2460841,2020/3/8,2020/3/11,セカンド クラス,大陽-18505,大和田 陽菜,消費者,泉佐野市,大阪府,日本,関西地方,家具-本棚-10004890,家具,本棚,"Dania 本棚, 従来型",48636,6,0,21876
7206,JP-2020-2460841,2020/3/8,2020/3/11,セカンド クラス,大陽-18505,大和田 陽菜,消費者,泉佐野市,大阪府,日本,関西地方,家電-コピ-10002193,家電,コピー機,"キヤノン 家庭用コピー機, デジタル",37968,4,0,15560
7207,JP-2019-2266241,2019/7/30,2019/8/1,ファースト クラス,中大-21685,中河 大輝,小規模事業所,松前町,北海道,日本,北海道,家具-家具-10003223,家具,家具,"Deflect-O 電球, 高耐久性",1922.4,3,0.4,26.4
7208,JP-2019-1113594,2019/5/20,2019/5/20,即日配送,中和-10105,中須賀 和也,消費者,磐田市,静岡県,日本,中部地方,事務用-保管-10002475,事務用品,保管箱,"Smead ボックス, フル サイズ",1296,3,0.4,-609
7209,JP-2019-1113594,2019/5/20,2019/5/20,即日配送,中和-10105,中須賀 和也,消費者,磐田市,静岡県,日本,中部地方,事務用-画材-10002968,事務用品,画材,"BIC スケッチ帳, メタル",5990.4,3,0.4,-603.6
7210,JP-2019-1113594,2019/5/20,2019/5/20,即日配送,中和-10105,中須賀 和也,消費者,磐田市,静岡県,日本,中部地方,家具-椅子-10004632,家具,椅子,"Hon ビーチ チェア, 黒",6835.2,4,0.4,107.2
7211,JP-2019-1113594,2019/5/20,2019/5/20,即日配送,中和-10105,中須賀 和也,消費者,磐田市,静岡県,日本,中部地方,家具-家具-10004874,家具,家具,"Tenex 電球, マルチパック",5317.2,7,0.4,-100.8
7212,JP-2022-1045002,2022/8/29,2022/8/31,セカンド クラス,山真-11965,山尾 真美,大企業,久慈市,岩手県,日本,東北地方,事務用-クリ-10002527,事務用品,クリップ,"Stockwell 押しピン, メタル",3948,7,0.4,-336
7213,JP-2020-2776388,2020/3/20,2020/3/25,通常配送,永昭-17185,永末 昭夫,消費者,松前町,北海道,日本,北海道,事務用-アプ-10000300,事務用品,アプライアンス,"キッチンエイド 電子レンジ, 黒",24780,2,0.4,-2068
7214,JP-2020-2776388,2020/3/20,2020/3/25,通常配送,永昭-17185,永末 昭夫,消費者,松前町,北海道,日本,北海道,家具-椅子-10002872,家具,椅子,"SAFCO 折り畳み式の椅子, 黒",13324.8,4,0.4,-5115.2
7215,JP-2020-2776388,2020/3/20,2020/3/25,通常配送,永昭-17185,永末 昭夫,消費者,松前町,北海道,日本,北海道,家電-付属-10004700,家電,付属品,"ベルキン キーパッド, エコノミー",9240,4,0.4,-4008
7216,JP-2022-1344437,2022/12/24,2022/12/29,通常配送,松静-12250,松平 静香,大企業,新宿区,東京都,日本,関東地方,事務用-封筒-10004766,事務用品,封筒,"Cameo 各種封筒, リサイクル",8377.6,4,0.15,393.6
7217,JP-2019-1315791,2019/12/17,2019/12/23,通常配送,萩優-21430,萩原 優月,大企業,富士市,静岡県,日本,中部地方,事務用-封筒-10003347,事務用品,封筒,"GlobeWeis 業務用封筒, リサイクル",645.6,1,0.4,-324.4
7218,JP-2019-1315791,2019/12/17,2019/12/23,通常配送,萩優-21430,萩原 優月,大企業,富士市,静岡県,日本,中部地方,事務用-保管-10003944,事務用品,保管箱,"Smead フォルダ, フル サイズ",6307.2,9,0.4,-3439.8
7219,JP-2022-1486445,2022/6/10,2022/6/14,通常配送,餌直-13210,餌取 直美,消費者,加賀郡吉備中央町,岡山県,日本,中国地方,事務用-紙-10002283,事務用品,紙,"Eaton リーム, プレミアム",7080,4,0,1840
7220,JP-2022-1486445,2022/6/10,2022/6/14,通常配送,餌直-13210,餌取 直美,消費者,加賀郡吉備中央町,岡山県,日本,中国地方,事務用-画材-10002208,事務用品,画材,"Stanley キャンバス, 大容量パック",4642.4,2,0.3,130.4
7221,JP-2022-1226065,2022/3/19,2022/3/25,通常配送,中茂-10135,中里 茂,小規模事業所,唐津市,佐賀県,日本,九州,事務用-保管-10003944,事務用品,保管箱,"Smead フォルダ, フル サイズ",5840,5,0,425
7222,JP-2022-1226065,2022/3/19,2022/3/25,通常配送,中茂-10135,中里 茂,小規模事業所,唐津市,佐賀県,日本,九州,家電-電話-10003781,家電,電話機,"サムスン オフィス用電話機, 大容量パック",8708,2,0,956
7223,JP-2022-1226065,2022/3/19,2022/3/25,通常配送,中茂-10135,中里 茂,小規模事業所,唐津市,佐賀県,日本,九州,事務用-ラベ-10004751,事務用品,ラベル,"Novimex 輸送用ラベル, 高耐久性",5306,7,0,1750
7224,JP-2022-1226065,2022/3/19,2022/3/25,通常配送,中茂-10135,中里 茂,小規模事業所,唐津市,佐賀県,日本,九州,家具-椅子-10001364,家具,椅子,"Harbour Creations 椅子用マット, 赤",19200,4,0,8064
7225,JP-2022-2057287,2022/3/14,2022/3/16,セカンド クラス,夏和-13600,夏井 和也,大企業,福山市,広島県,日本,中国地方,事務用-クリ-10003075,事務用品,クリップ,"OIC 押しピン, 12 パック",2868,3,0,228
7226,JP-2020-4094485,2020/2/14,2020/2/18,通常配送,水瞳-10885,水上 瞳,消費者,堺市堺区,大阪府,日本,関西地方,家電-電話-10003760,家電,電話機,"サムスン 充電器, フル サイズ",127488,3,0,255
7227,JP-2022-1424517,2022/12/23,2022/12/29,通常配送,向直-11590,向畑 直子,大企業,小松市,石川県,日本,中部地方,家具-本棚-10001796,家具,本棚,"Bush コーナー シェルフ, メタル",8230,1,0,2386
7228,JP-2022-1424517,2022/12/23,2022/12/29,通常配送,向直-11590,向畑 直子,大企業,小松市,石川県,日本,中部地方,事務用-画材-10003605,事務用品,画材,"Binney & Smith ペン, 青",3900.4,7,0.3,-509.6
7229,JP-2019-1119573,2019/10/27,2019/11/1,通常配送,大四-14860,大垣 四郎,大企業,取手市,茨城県,日本,関東地方,事務用-ラベ-10001446,事務用品,ラベル,"Avery 取り外し可能ラベル, 高耐久性",5936,8,0,2848
7230,JP-2019-1119573,2019/10/27,2019/11/1,通常配送,大四-14860,大垣 四郎,大企業,取手市,茨城県,日本,関東地方,家具-椅子-10001010,家具,椅子,"Novimex ビーチ チェア, 2 つセット",25712,8,0,8224
7231,JP-2019-1119573,2019/10/27,2019/11/1,通常配送,大四-14860,大垣 四郎,大企業,取手市,茨城県,日本,関東地方,事務用-クリ-10000602,事務用品,クリップ,"Accos 押しピン, 大容量パック",968,1,0,106
7232,JP-2019-1119573,2019/10/27,2019/11/1,通常配送,大四-14860,大垣 四郎,大企業,取手市,茨城県,日本,関東地方,事務用-バイ-10002616,事務用品,バインダー,"Avery バインダー, リサイクル",4420,5,0,1850
7233,JP-2022-2059989,2022/5/23,2022/5/24,ファースト クラス,鶴寛-21055,鶴沢 寛,消費者,浜松市中区,静岡県,日本,中部地方,家電-事務-10001240,家電,事務機器,"コニカ カード プリンター, 赤",34464,5,0.4,-576
7234,JP-2022-2353600,2022/5/15,2022/5/18,セカンド クラス,大明-16045,大羽 明美,小規模事業所,沖縄市,沖縄県,日本,九州,家電-付属-10004700,家電,付属品,"ベルキン キーパッド, エコノミー",7700,2,0,1076
7235,JP-2022-3399411,2022/11/3,2022/11/7,通常配送,山真-11965,山尾 真美,大企業,羽曳野市,大阪府,日本,関西地方,事務用-ラベ-10000851,事務用品,ラベル,"Harbour Creations 取り外し可能ラベル, 白",3450,5,0,1030
